Format Version,1.23,Take Name,FW_60,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-03 04.17.13.372 PM,Total Frames in Take,932,Total Exported Frames,932,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
26,0.216667,-0.009910,0.362948,-0.002034,-0.931754,1.995915,0.219035,-1.911020,0.001464,2.032691,0.213930,-1.985528,0.636096,2.066719,0.214632,-1.954485,0.827349,1.923587,0.223628,-1.867050,0.605550,1.960662,0.223951,-1.837017,0.832241,,,,,,,,,,,,,,,,,,,,,2.033547,0.213619,-1.986664,2.067230,0.214708,-1.954943,1.922619,0.223962,-1.865850,1.960187,0.223874,-1.836550,,,,,,,,,,,,,,,,,,
27,0.225000,-0.009839,0.362993,-0.002016,-0.931738,1.995906,0.219042,-1.911016,0.001532,2.032689,0.213924,-1.985520,0.636096,2.066714,0.214627,-1.954474,0.827349,1.923575,0.223646,-1.867053,0.605550,1.960647,0.223969,-1.837017,0.832241,,,,,,,,,,,,,,,,,,,,,2.033555,0.213615,-1.986685,2.067261,0.214693,-1.954968,1.922559,0.223990,-1.865801,1.960144,0.223901,-1.836506,,,,,,,,,,,,,,,,,,
28,0.233333,-0.009908,0.363013,-0.001879,-0.931729,1.995869,0.219072,-1.910973,0.001518,2.032654,0.213964,-1.985477,0.629103,2.066678,0.214653,-1.954429,0.815016,1.923537,0.223682,-1.867012,0.587757,1.960608,0.223991,-1.836974,0.819921,,,,,,,,,,,,,,,,,,,,,2.033553,0.213643,-1.986662,2.067207,0.214723,-1.954911,1.922553,0.224017,-1.865787,1.960107,0.223921,-1.836481,,,,,,,,,,,,,,,,,,
29,0.241667,-0.009810,0.362923,-0.002019,-0.931765,1.995868,0.219071,-1.910971,0.001506,2.032640,0.213949,-1.985481,0.630322,2.066669,0.214653,-1.954440,0.813983,1.923544,0.223679,-1.866998,0.612136,1.960620,0.224004,-1.836967,0.817882,,,,,,,,,,,,,,,,,,,,,2.033509,0.213648,-1.986639,2.067221,0.214718,-1.954935,1.922591,0.223989,-1.865813,1.960103,0.223939,-1.836458,,,,,,,,,,,,,,,,,,
30,0.250000,-0.009828,0.362961,-0.002090,-0.931750,1.995874,0.219065,-1.910970,0.001506,2.032652,0.213947,-1.985477,0.618028,2.066679,0.214656,-1.954433,0.819969,1.923544,0.223663,-1.867003,0.614329,1.960619,0.223994,-1.836969,0.822510,,,,,,,,,,,,,,,,,,,,,2.033551,0.213630,-1.986671,2.067214,0.214727,-1.954909,1.922601,0.223976,-1.865824,1.960111,0.223928,-1.836478,,,,,,,,,,,,,,,,,,
31,0.258333,-0.009920,0.363011,-0.001961,-0.931730,1.995904,0.219055,-1.910997,0.001495,2.032689,0.213950,-1.985500,0.618028,2.066713,0.214645,-1.954453,0.819969,1.923571,0.223654,-1.867036,0.614329,1.960642,0.223970,-1.836998,0.822510,,,,,,,,,,,,,,,,,,,,,2.033547,0.213630,-1.986645,2.067204,0.214720,-1.954904,1.922537,0.224033,-1.865732,1.960181,0.223889,-1.836541,,,,,,,,,,,,,,,,,,
32,0.266667,-0.009854,0.362947,-0.002020,-0.931755,1.995873,0.219074,-1.910980,0.001513,2.032649,0.213959,-1.985487,0.622759,2.066677,0.214662,-1.954445,0.823653,1.923546,0.223676,-1.867010,0.591908,1.960621,0.223999,-1.836977,0.827864,,,,,,,,,,,,,,,,,,,,,2.033527,0.213635,-1.986671,2.067201,0.214735,-1.954911,1.922546,0.224025,-1.865768,1.960136,0.223925,-1.836494,,,,,,,,,,,,,,,,,,
33,0.275000,-0.009876,0.362959,-0.001899,-0.931751,1.995882,0.219069,-1.910981,0.001510,2.032659,0.213956,-1.985488,0.621468,2.066686,0.214648,-1.954445,0.822026,1.923555,0.223680,-1.867012,0.598058,1.960630,0.223992,-1.836978,0.826063,,,,,,,,,,,,,,,,,,,,,2.033545,0.213634,-1.986673,2.067215,0.214720,-1.954916,1.922563,0.224019,-1.865793,1.960141,0.223921,-1.836488,,,,,,,,,,,,,,,,,,
34,0.283333,-0.009887,0.362944,-0.001995,-0.931757,1.995878,0.219066,-1.910975,0.001508,2.032653,0.213956,-1.985484,0.621468,2.066681,0.214655,-1.954441,0.822026,1.923551,0.223666,-1.867004,0.598058,1.960627,0.223986,-1.836971,0.826063,,,,,,,,,,,,,,,,,,,,,2.033544,0.213626,-1.986676,2.067198,0.214730,-1.954900,1.922550,0.224015,-1.865771,1.960150,0.223911,-1.836494,,,,,,,,,,,,,,,,,,
35,0.291667,-0.009832,0.362978,-0.002032,-0.931744,1.995907,0.219044,-1.911010,0.001507,2.032687,0.213926,-1.985515,0.618802,2.066713,0.214630,-1.954470,0.826265,1.923577,0.223648,-1.867045,0.593462,1.960650,0.223973,-1.837009,0.830209,,,,,,,,,,,,,,,,,,,,,2.033554,0.213605,-1.986691,2.067242,0.214703,-1.954935,1.922586,0.223992,-1.865812,1.960163,0.223898,-1.836527,,,,,,,,,,,,,,,,,,
36,0.300000,-0.009788,0.362945,-0.002017,-0.931757,1.995879,0.219064,-1.910990,0.001529,2.032654,0.213938,-1.985498,0.628699,2.066682,0.214643,-1.954455,0.814683,1.923553,0.223675,-1.867021,0.595019,1.960628,0.224000,-1.836988,0.819827,,,,,,,,,,,,,,,,,,,,,2.033512,0.213630,-1.986670,2.067236,0.214709,-1.954944,1.922561,0.224009,-1.865784,1.960119,0.223932,-1.836482,,,,,,,,,,,,,,,,,,
