Format Version,1.23,Take Name,BW_65,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-05-04 04.42.04.445 PM,Total Frames in Take,751,Total Exported Frames,751,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
388,3.233333,0.001151,-0.892729,0.001868,-0.450588,0.272264,0.188070,-0.442369,0.000791,0.222035,0.181566,-0.376303,0.841762,0.194543,0.182250,-0.413259,0.874768,0.351574,0.194105,-0.471682,0.840153,0.320904,0.194360,-0.508232,0.863434,0.221504,0.181510,-0.375962,0.194170,0.182219,-0.412926,0.351957,0.194162,-0.472190,0.321424,0.194390,-0.508398,2.268534,0.043515,0.426660,0.280260,0.088609,-0.329589,0.268012,0.158245,-0.526027,,,,,,,,,,,,
389,3.241667,0.002205,-0.892301,0.000406,-0.451436,0.258868,0.187932,-0.432030,0.000658,0.208536,0.181157,-0.366070,0.879770,0.181112,0.181814,-0.403077,0.886927,0.338214,0.194270,-0.461183,0.876210,0.307612,0.194487,-0.497791,0.877155,0.208123,0.181096,-0.365831,0.180783,0.181801,-0.402767,0.338484,0.194332,-0.461593,0.308083,0.194499,-0.497930,2.268545,0.043501,0.426674,0.267340,0.085869,-0.324675,,,,0.319742,0.016972,-0.395045,,,,,,,,,
390,3.250000,0.001325,-0.892235,-0.001908,-0.451565,0.245632,0.187940,-0.421690,0.000861,0.195284,0.180815,-0.355779,0.840682,0.167870,0.181640,-0.392790,0.858302,0.324982,0.194463,-0.450789,0.808651,0.294391,0.194844,-0.487404,0.857562,0.194737,0.180725,-0.355464,0.167441,0.181630,-0.392419,0.325390,0.194562,-0.451429,0.294959,0.194844,-0.487449,2.268545,0.043514,0.426676,0.253578,0.087686,-0.310188,,,,0.305015,0.019191,-0.385116,0.187570,0.087459,-0.338616,,,,,,
391,3.258333,0.002035,-0.891899,-0.002706,-0.452222,0.232382,0.188033,-0.411307,0.000675,0.181951,0.180756,-0.345475,0.840682,0.154590,0.181556,-0.382526,0.858302,0.311762,0.194736,-0.440283,0.808651,0.281224,0.195086,-0.476943,0.857562,0.181521,0.180666,-0.345269,0.154249,0.181565,-0.382190,0.312093,0.194833,-0.440723,0.281662,0.195069,-0.477046,2.268550,0.043505,0.426676,0.240030,0.087246,-0.300931,,,,0.290862,0.019599,-0.374094,0.174830,0.087678,-0.328499,,,,,,
392,3.266667,0.000419,-0.891768,-0.003654,-0.452478,0.219271,0.188093,-0.401101,0.000649,0.168789,0.180710,-0.335321,0.878840,0.141450,0.181682,-0.372385,0.880216,0.298681,0.194726,-0.430012,0.860228,0.268165,0.195253,-0.466688,0.887271,0.168340,0.180645,-0.335087,0.141167,0.181669,-0.372085,0.298995,0.194795,-0.430435,0.268583,0.195262,-0.466799,2.268543,0.043501,0.426677,0.227271,0.085580,-0.294339,,,,0.276064,0.021190,-0.362875,0.161620,0.087552,-0.318559,,,,,,
393,3.275000,0.000105,-0.892059,-0.003062,-0.451909,0.206207,0.188171,-0.390793,0.000771,0.155801,0.180894,-0.324943,0.872307,0.128416,0.181867,-0.361972,0.896845,0.285587,0.194695,-0.419810,0.867112,0.255024,0.195227,-0.456447,0.891788,0.155354,0.180783,-0.324788,0.127972,0.181889,-0.361513,0.285970,0.194818,-0.420244,0.255532,0.195194,-0.456627,2.268534,0.043503,0.426674,0.213380,0.086681,-0.281906,,,,0.262536,0.021651,-0.352423,0.148266,0.087571,-0.308675,,,,,,
394,3.283333,-0.000444,-0.892098,-0.002363,-0.451835,0.193251,0.188137,-0.380778,0.000795,0.142844,0.180990,-0.314913,0.871477,0.115455,0.181980,-0.351939,0.835910,0.272636,0.194511,-0.409813,0.836725,0.242068,0.195065,-0.446446,0.869596,0.142372,0.180850,-0.314767,0.115004,0.182030,-0.351464,0.273065,0.194666,-0.410281,0.242562,0.195000,-0.446599,2.268533,0.043514,0.426671,0.200957,0.087528,-0.269885,,,,0.248361,0.022390,-0.341520,,,,,,,,,
395,3.291667,-0.000774,-0.891935,-0.000692,-0.452162,0.180326,0.188061,-0.370795,0.000615,0.129856,0.181197,-0.304948,0.892863,0.102496,0.182145,-0.341997,0.881855,0.259745,0.194191,-0.399789,0.866834,0.229205,0.194711,-0.436446,0.897250,0.129491,0.181066,-0.304766,0.102144,0.182209,-0.341688,0.260068,0.194330,-0.400190,0.229599,0.194639,-0.436536,2.268541,0.043556,0.426689,0.187861,0.087580,-0.259828,,,,0.234776,0.023519,-0.330856,,,,,,,,,
396,3.300000,-0.001976,-0.891972,0.000002,-0.452086,0.167460,0.188105,-0.360875,0.000874,0.116984,0.181392,-0.295018,0.802085,0.089620,0.182410,-0.332062,0.885126,0.246892,0.194010,-0.389884,0.802848,0.216347,0.194610,-0.426534,0.860641,0.116349,0.181325,-0.294550,0.089255,0.182378,-0.331784,0.247345,0.194077,-0.390526,0.216893,0.194640,-0.426638,2.268542,0.043531,0.426680,0.174387,0.087612,-0.249908,,,,0.220959,0.023371,-0.320694,,,,,,,,,
397,3.308333,-0.002769,-0.891752,0.001362,-0.452513,0.154311,0.187975,-0.350911,0.000770,0.103754,0.181507,-0.285092,0.860805,0.076428,0.182534,-0.322163,0.871404,0.233786,0.193620,-0.379854,0.848810,0.203277,0.194237,-0.416535,0.856485,0.103271,0.181449,-0.284821,0.076056,0.182514,-0.321808,0.234075,0.193683,-0.380381,0.203842,0.194253,-0.416633,2.268538,0.043510,0.426667,0.161277,0.088110,-0.238415,,,,0.207043,0.023097,-0.310491,,,,,,,,,
398,3.316667,-0.002900,-0.891597,0.002901,-0.452811,0.141140,0.187888,-0.340971,0.000634,0.090529,0.181676,-0.275168,0.860805,0.063229,0.182650,-0.312260,0.871404,0.220643,0.193328,-0.369875,0.848810,0.190159,0.193899,-0.406578,0.856485,0.090101,0.181588,-0.274937,0.062928,0.182675,-0.311975,0.220980,0.193421,-0.370302,0.190551,0.193868,-0.406668,2.268540,0.043533,0.426675,0.147809,0.088019,-0.228619,,,,,,,,,,,,,,,
399,3.325000,-0.004791,-0.891212,0.001707,-0.453559,0.127865,0.187908,-0.331067,0.000737,0.077127,0.181559,-0.265375,0.876461,0.049893,0.182738,-0.302509,0.896041,0.207429,0.193277,-0.359815,0.862088,0.177009,0.194057,-0.396568,0.899153,0.076717,0.181550,-0.265202,0.049504,0.182678,-0.302131,0.207648,0.193301,-0.360374,0.177589,0.194102,-0.396560,2.268534,0.043510,0.426677,0.133522,0.087192,-0.220839,,,,0.179221,0.023709,-0.290073,,,,,,,,,
400,3.333333,-0.001241,-0.891127,0.003119,-0.453742,0.114217,0.187642,-0.321274,0.000838,0.063486,0.181414,-0.255565,0.888717,0.036261,0.182242,-0.292715,0.863526,0.193764,0.193247,-0.350024,0.849939,0.163355,0.193663,-0.386791,0.854576,0.062945,0.181318,-0.255254,0.035830,0.182254,-0.292377,0.194279,0.193360,-0.350692,0.163824,0.193636,-0.386787,2.268543,0.043526,0.426681,0.120514,0.088008,-0.209291,,,,,,,,,,,,,,,
401,3.341667,-0.000236,-0.890733,0.002456,-0.454521,0.100362,0.187408,-0.311225,0.000971,0.049532,0.181041,-0.245606,0.842053,0.022370,0.181814,-0.282804,0.863021,0.179946,0.193211,-0.339835,0.787318,0.149600,0.193564,-0.376655,0.882644,0.048984,0.180879,-0.245287,0.021996,0.181897,-0.282312,0.180216,0.193352,-0.339886,0.150387,0.193489,-0.377572,2.268553,0.043520,0.426686,0.107108,0.087640,-0.199012,,,,0.150334,0.025805,-0.269350,,,,,,,,,
402,3.350000,0.001187,-0.890442,0.000565,-0.455095,0.086429,0.187157,-0.301165,0.001153,0.035543,0.180438,-0.235625,0.799881,0.008425,0.181172,-0.272856,0.771931,0.166023,0.193358,-0.329661,0.790254,0.135724,0.193659,-0.366519,0.784280,0.034845,0.180332,-0.235247,0.007756,0.181147,-0.272236,0.166642,0.193469,-0.330217,0.136470,0.193680,-0.366952,2.268543,0.043514,0.426653,0.092655,0.086587,-0.190235,,,,0.136911,0.042753,-0.264078,,,,,,,,,
403,3.358333,0.000970,-0.889622,-0.001193,-0.456696,0.072341,0.186858,-0.290618,0.001144,0.021228,0.179859,-0.225284,0.892886,-0.005757,0.180684,-0.262609,0.857171,0.152029,0.193251,-0.318807,0.000000,0.121862,0.193637,-0.355772,0.702383,0.020890,0.179824,-0.225023,-0.006143,0.180637,-0.262191,,,,0.122727,0.193736,-0.356584,2.268540,0.043511,0.426687,0.079554,0.086815,-0.178728,,,,0.121384,0.041502,-0.252584,,,,,,,,,
404,3.366667,0.003478,-0.889401,-0.002521,-0.457108,0.058679,0.186888,-0.280532,0.000755,0.007545,0.179594,-0.215246,0.867135,-0.019409,0.180269,-0.252597,0.867726,0.138356,0.193735,-0.308645,0.820188,0.108222,0.193953,-0.345639,0.882661,0.007086,0.179508,-0.214993,-0.019830,0.180265,-0.252277,0.138768,0.193836,-0.309227,0.108691,0.193943,-0.345631,2.268540,0.043518,0.426691,0.065737,0.086364,-0.168792,,,,,,,,,,,,,,,
405,3.375000,0.004984,-0.888749,-0.003069,-0.458357,0.044953,0.186711,-0.270107,0.000774,-0.006341,0.179279,-0.204963,0.821320,-0.033191,0.179855,-0.242390,0.906694,0.124687,0.193800,-0.297998,0.865343,0.094657,0.193909,-0.335077,0.862769,-0.006818,0.179205,-0.204436,-0.033542,0.179835,-0.242262,0.125019,0.193858,-0.298418,0.095152,0.193946,-0.335311,2.268526,0.043523,0.426683,0.052024,0.086412,-0.158077,,,,0.071770,0.050010,-0.214789,,,,,,,,,
406,3.383333,0.005558,-0.889361,-0.003168,-0.457161,0.031282,0.186590,-0.260110,0.001077,-0.019828,0.179126,-0.194826,0.821320,-0.046780,0.179658,-0.232181,0.906694,0.110934,0.193758,-0.288218,0.865343,0.080804,0.193819,-0.325216,0.862769,-0.020424,0.178967,-0.194316,-0.047260,0.179705,-0.231786,0.111256,0.193890,-0.288393,0.081798,0.193792,-0.326179,2.268537,0.043524,0.426673,0.038174,0.085904,-0.148706,,,,0.058166,0.050035,-0.204501,,,,,,,,,
407,3.391667,0.004217,-0.888824,-0.005130,-0.458200,0.017694,0.186411,-0.249887,0.000990,-0.033571,0.178669,-0.184757,0.799880,-0.060436,0.179393,-0.222171,0.844093,0.097415,0.193664,-0.277777,0.902519,0.067370,0.193919,-0.314844,0.653877,-0.034223,0.178567,-0.184352,-0.060919,0.179367,-0.221780,0.097999,0.193783,-0.278494,0.067953,0.193935,-0.314962,2.268550,0.043526,0.426688,0.024962,0.085830,-0.138156,,,,0.044374,0.049842,-0.194204,,,,,,,,,
408,3.400000,0.005231,-0.888681,-0.004032,-0.458478,0.004062,0.186223,-0.239824,0.001046,-0.047240,0.178627,-0.174705,0.806472,-0.074081,0.179223,-0.212138,0.844460,0.083794,0.193460,-0.267683,0.766828,0.053774,0.193583,-0.304770,0.851257,-0.047811,0.178413,-0.174320,-0.074498,0.179345,-0.211675,0.084079,0.193656,-0.267762,0.054701,0.193445,-0.305784,2.268553,0.043536,0.426671,0.011406,0.085970,-0.127504,,,,0.030819,0.049788,-0.184038,,,,,,,,,
409,3.408333,0.004846,-0.888734,-0.003442,-0.458385,-0.009290,0.186068,-0.229994,0.001206,-0.060587,0.178581,-0.164859,0.756008,-0.087436,0.179183,-0.202287,0.803370,0.070445,0.193188,-0.257875,0.833149,0.040417,0.193322,-0.294955,0.688305,-0.061400,0.178359,-0.164366,-0.088009,0.179250,-0.201752,0.070958,0.193378,-0.258257,0.041414,0.193259,-0.295701,2.268544,0.043502,0.426676,-0.002211,0.085583,-0.117431,,,,0.017189,0.049746,-0.174084,,,,,,,,,
410,3.416667,0.003472,-0.888525,-0.003639,-0.458801,-0.022773,0.185961,-0.219764,0.000981,-0.074147,0.178484,-0.154688,0.774010,-0.100959,0.179208,-0.192140,0.863134,0.057004,0.192945,-0.247560,0.807802,0.027011,0.193207,-0.284667,0.825274,-0.074873,0.178322,-0.154175,-0.101384,0.179238,-0.191796,0.057467,0.193087,-0.248157,0.027668,0.193191,-0.284905,2.268535,0.043520,0.426674,-0.016023,0.085285,-0.107820,,,,0.003691,0.049683,-0.164053,,,,,,,,,
411,3.425000,0.004225,-0.887887,-0.002600,-0.460035,-0.036425,0.185928,-0.209536,0.000619,-0.087978,0.178595,-0.144585,0.851181,-0.114686,0.179214,-0.182113,0.925404,0.043426,0.192872,-0.237127,0.892106,0.013536,0.193029,-0.274319,0.874529,-0.088473,0.178478,-0.144275,-0.114862,0.179256,-0.181875,0.043628,0.192971,-0.237495,0.014005,0.193005,-0.274497,2.268533,0.043523,0.426677,-0.030278,0.085025,-0.098534,,,,-0.010474,0.049390,-0.153669,,,,,,,,,
412,3.433333,0.003358,-0.888619,-0.002153,-0.458630,-0.050071,0.185833,-0.199827,0.001099,-0.101432,0.178601,-0.134713,0.815201,-0.128258,0.179272,-0.172156,0.822989,0.029706,0.192621,-0.227671,0.894646,-0.000302,0.192836,-0.264768,0.674578,-0.102068,0.178449,-0.134368,-0.128711,0.179316,-0.171614,0.030077,0.192754,-0.227820,0.000606,0.192804,-0.265700,2.268534,0.043520,0.426687,-0.043563,0.085249,-0.087875,,,,-0.024435,0.049125,-0.143178,,,,,,,,,
413,3.441667,0.003501,-0.888398,-0.001266,-0.459059,-0.063921,0.185515,-0.189658,0.000952,-0.115349,0.178424,-0.124582,0.815201,-0.142138,0.179045,-0.162052,0.822989,0.015887,0.192211,-0.217436,0.894646,-0.014085,0.192380,-0.254563,0.674578,-0.115872,0.178296,-0.124344,-0.142649,0.179067,-0.161619,0.016368,0.192382,-0.218305,-0.013491,0.192331,-0.254441,2.268537,0.043525,0.426683,-0.057428,0.085007,-0.078208,,,,,,,,,,,,,,,
414,3.450000,0.005622,-0.888679,-0.000091,-0.458496,-0.077852,0.185255,-0.180224,0.001124,-0.129180,0.178289,-0.115055,0.852913,-0.156017,0.178687,-0.152494,0.832408,0.001903,0.192054,-0.208128,0.748043,-0.028115,0.191992,-0.245218,0.847982,-0.129821,0.178123,-0.114646,-0.156535,0.178746,-0.151984,0.002283,0.192206,-0.208350,-0.027093,0.191933,-0.246133,2.268530,0.043527,0.426682,-0.071192,0.085287,-0.066705,,,,,,,,,,,,,,,
415,3.458333,0.003932,-0.888934,-0.001053,-0.458017,-0.091822,0.185010,-0.170480,0.001150,-0.143094,0.177940,-0.105278,0.805596,-0.169970,0.178518,-0.142686,0.817611,-0.012083,0.191730,-0.198450,0.883675,-0.042141,0.191853,-0.235506,0.656742,-0.143877,0.177814,-0.104839,-0.170539,0.178501,-0.142147,-0.011535,0.191843,-0.198981,-0.041328,0.191878,-0.235957,2.268534,0.043522,0.426684,-0.085137,0.085088,-0.057065,,,,,,,,,,,,,,,
416,3.466667,0.004706,-0.888499,-0.000770,-0.458854,-0.105866,0.184758,-0.160742,0.000920,-0.157253,0.177710,-0.095628,0.773346,-0.184060,0.178212,-0.133088,0.803994,-0.026082,0.191534,-0.188569,0.807003,-0.056070,0.191578,-0.225682,0.767324,-0.157928,0.177625,-0.095193,-0.184433,0.178186,-0.132772,-0.025571,0.191622,-0.189262,-0.055522,0.191603,-0.225759,2.268549,0.043504,0.426660,-0.099102,0.084977,-0.047322,,,,,,,,,,,,,,,
417,3.475000,0.005568,-0.888584,-0.000128,-0.458681,-0.120064,0.184514,-0.150938,0.001031,-0.171420,0.177543,-0.085792,0.807152,-0.198241,0.177948,-0.123242,0.829999,-0.040297,0.191311,-0.178809,0.759808,-0.070299,0.191256,-0.215910,0.849434,-0.172104,0.177466,-0.085444,-0.198732,0.177903,-0.122774,-0.039661,0.191405,-0.179523,-0.069717,0.191289,-0.216060,2.268540,0.043519,0.426684,-0.114004,0.083816,-0.039826,,,,,,,,,,,,,,,
418,3.483333,0.009633,-0.888171,0.002005,-0.459407,-0.134117,0.184218,-0.141187,0.001024,-0.185546,0.177465,-0.076076,0.802335,-0.212305,0.177447,-0.113573,0.869792,-0.054339,0.191226,-0.168974,0.920473,-0.084277,0.190734,-0.206125,0.668032,-0.186097,0.177291,-0.075537,-0.212709,0.177532,-0.113255,-0.054068,0.191372,-0.169054,-0.083400,0.190661,-0.207120,2.268534,0.043503,0.426674,-0.127838,0.084038,-0.029200,,,,,,,,,,-0.173577,0.151034,-0.078729,,,
419,3.491667,0.009964,-0.888523,0.002022,-0.458719,-0.148034,0.184017,-0.131443,0.001170,-0.199359,0.177258,-0.066250,0.773793,-0.226175,0.177211,-0.103705,0.797013,-0.068303,0.191060,-0.159356,0.830631,-0.098298,0.190538,-0.196460,0.704325,-0.200078,0.177088,-0.065728,-0.226819,0.177241,-0.103211,-0.067762,0.191209,-0.159736,-0.097363,0.190519,-0.197184,2.268539,0.043521,0.426664,-0.140889,0.085386,-0.016558,,,,,,,,,,-0.186285,0.150471,-0.069775,,,
420,3.500000,0.010367,-0.888279,0.001833,-0.459183,-0.162213,0.183849,-0.121315,0.001008,-0.213600,0.177046,-0.056175,0.823433,-0.240377,0.176974,-0.093659,0.844388,-0.082459,0.190963,-0.149145,0.931567,-0.112415,0.190414,-0.186280,0.629713,-0.214182,0.176869,-0.055817,-0.240775,0.177069,-0.093190,-0.082289,0.191121,-0.149290,-0.111285,0.190307,-0.187232,2.268546,0.043517,0.426679,-0.155274,0.082774,-0.011446,,,,,,,,,,,,,,,
421,3.508333,0.009241,-0.887903,0.002613,-0.459930,-0.175759,0.183676,-0.111457,0.001139,-0.227275,0.177034,-0.046403,0.823433,-0.253989,0.177022,-0.083932,0.844388,-0.095940,0.190565,-0.139155,0.931567,-0.125834,0.190083,-0.176340,0.629713,-0.228109,0.176875,-0.045821,-0.254460,0.177038,-0.083500,-0.095389,0.190683,-0.139463,-0.125083,0.190095,-0.177063,2.268539,0.043531,0.426667,-0.169381,0.082300,-0.002017,,,,,,,,,,,,,,,
422,3.516667,0.010524,-0.887422,0.004030,-0.460820,-0.189869,0.183622,-0.101176,0.000936,-0.241511,0.177168,-0.036203,0.742604,-0.268148,0.176992,-0.073786,0.840260,-0.110000,0.190488,-0.128736,0.839528,-0.139818,0.189840,-0.165980,0.739458,-0.242061,0.176955,-0.035765,-0.268568,0.177130,-0.073401,-0.109840,0.190682,-0.128913,-0.138768,0.189686,-0.166817,2.268539,0.043530,0.426665,-0.183416,0.082618,0.008294,,,,,,,,,,,,,,,
423,3.525000,0.007798,-0.886485,0.002931,-0.462681,-0.203497,0.183644,-0.090876,0.000658,-0.255433,0.177095,-0.026148,0.816361,-0.281914,0.177188,-0.063841,0.853605,-0.123488,0.190330,-0.118072,0.923049,-0.153152,0.189962,-0.155443,0.662235,-0.255839,0.176958,-0.025715,-0.282189,0.177252,-0.063642,-0.123459,0.190429,-0.118297,-0.152500,0.189937,-0.155849,2.268546,0.043529,0.426657,-0.197745,0.083137,0.019419,,,,,,,,,,,,,,,
424,3.533333,0.007557,-0.886414,0.003334,-0.462820,-0.217306,0.183701,-0.080777,0.000619,-0.269268,0.177225,-0.016062,0.855881,-0.295736,0.177321,-0.053764,0.911190,-0.137283,0.190310,-0.107951,0.971893,-0.166935,0.189948,-0.145331,0.763797,-0.269704,0.177102,-0.015706,-0.295939,0.177376,-0.053477,-0.137322,0.190388,-0.108021,-0.166213,0.189937,-0.145940,2.268532,0.043524,0.426667,-0.211796,0.084585,0.033380,,,,,,,,,,,,,,,
425,3.541667,0.006868,-0.886049,0.003381,-0.463528,-0.231199,0.183672,-0.070580,0.000561,-0.283272,0.177226,-0.005952,0.864590,-0.309681,0.177376,-0.043696,0.932191,-0.151124,0.190196,-0.097623,0.929276,-0.180717,0.189892,-0.135050,0.844511,-0.283685,0.177116,-0.005619,-0.309855,0.177423,-0.043494,-0.151099,0.190274,-0.097893,-0.180155,0.189875,-0.135315,2.268543,0.043511,0.426688,-0.225979,0.082904,0.039490,,,,,,,,,,,,,,,
426,3.550000,0.007404,-0.886046,0.004054,-0.463519,-0.245139,0.183624,-0.060412,0.000604,-0.297210,0.177269,0.004227,0.841618,-0.323618,0.177347,-0.033517,0.941364,-0.165067,0.190128,-0.087466,0.943365,-0.194660,0.189751,-0.124893,0.792119,-0.297657,0.177188,0.004668,-0.323764,0.177363,-0.033333,-0.165173,0.190161,-0.087663,-0.193951,0.189785,-0.125326,2.268538,0.043517,0.426683,-0.239877,0.082530,0.048591,,,,,,,,,,,,,,,
427,3.558333,0.007426,-0.885706,0.003349,-0.464174,-0.259201,0.183522,-0.050171,0.000814,-0.311362,0.177051,0.014384,0.868348,-0.337716,0.177157,-0.023399,0.848457,-0.179094,0.190116,-0.077099,0.933856,-0.208632,0.189765,-0.114570,0.736799,-0.311792,0.176916,0.014657,-0.338144,0.177212,-0.022974,-0.179057,0.190226,-0.077337,-0.207714,0.189733,-0.115084,2.268540,0.043510,0.426676,-0.254070,0.082828,0.059273,,,,,,,,,,,,,,,
428,3.566667,0.006959,-0.885568,0.002459,-0.464452,-0.273292,0.183455,-0.039932,0.000768,-0.325492,0.176853,0.024578,0.868348,-0.351823,0.177036,-0.013220,0.848457,-0.193168,0.190103,-0.066798,0.933856,-0.222683,0.189827,-0.104287,0.736799,-0.325965,0.176715,0.024903,-0.352179,0.177090,-0.012850,-0.193089,0.190212,-0.067074,-0.221903,0.189801,-0.104723,2.268554,0.043496,0.426680,-0.268479,0.083507,0.072049,,,,,,,,,,,,,,,
429,3.575000,0.008744,-0.885255,0.002867,-0.465015,-0.287368,0.183324,-0.029859,0.000629,-0.339633,0.176730,0.034599,0.852543,-0.365915,0.176749,-0.003233,0.870724,-0.207229,0.190132,-0.056639,0.923093,-0.236695,0.189685,-0.094165,0.776426,-0.340098,0.176578,0.035010,-0.366106,0.176829,-0.003009,-0.207258,0.190238,-0.056875,-0.236010,0.189651,-0.094564,2.268546,0.043507,0.426657,-0.282517,0.083293,0.081625,,,,,,,,,,,,,,,
430,3.583333,0.008263,-0.885358,0.001887,-0.464832,-0.301782,0.183161,-0.019471,0.000742,-0.354018,0.176424,0.044996,0.840350,-0.380317,0.176524,0.007175,0.923582,-0.221655,0.190032,-0.046270,0.934777,-0.251137,0.189665,-0.083784,0.801640,-0.354436,0.176241,0.045237,-0.380684,0.176628,0.007501,-0.221557,0.190203,-0.046831,-0.250450,0.189574,-0.083791,2.268538,0.043529,0.426661,-0.296413,0.082320,0.089523,,,,,,,,,,,,,,,
431,3.591667,0.008822,-0.885454,0.002278,-0.464637,-0.315965,0.182901,-0.009407,0.000754,-0.368169,0.176209,0.055091,0.870902,-0.394484,0.176247,0.017281,0.874530,-0.235853,0.189789,-0.036249,0.851362,-0.265352,0.189358,-0.073750,0.826624,-0.368658,0.176041,0.055422,-0.394808,0.176329,0.017635,-0.235773,0.189924,-0.036556,-0.264607,0.189307,-0.074135,2.268552,0.043504,0.426676,-0.310906,0.082806,0.101412,,,,,,,,,,,,,,,
432,3.600000,0.008618,-0.885509,0.000889,-0.464542,-0.330166,0.182530,0.000620,0.000794,-0.382349,0.175619,0.065112,0.827264,-0.408673,0.175733,0.027309,0.904018,-0.250068,0.189564,-0.026223,0.790573,-0.279575,0.189205,-0.063718,0.868623,-0.382918,0.175506,0.065487,-0.408986,0.175754,0.027531,-0.249689,0.189680,-0.026961,-0.279066,0.189182,-0.063588,2.268546,0.043502,0.426680,-0.324863,0.082109,0.110934,,,,,,,,,,,,,,,
433,3.608333,0.010186,-0.885376,0.000941,-0.464763,-0.344473,0.182098,0.010828,0.000749,-0.396670,0.175144,0.075304,0.823448,-0.422975,0.175127,0.037487,0.903009,-0.264380,0.189309,-0.015985,0.955009,-0.293867,0.188811,-0.053494,0.700494,-0.397195,0.174922,0.075721,-0.423162,0.175283,0.037789,-0.264389,0.189485,-0.016020,-0.293004,0.188679,-0.054314,2.268541,0.043520,0.426684,-0.338862,0.081817,0.121147,,,,,,,,,,,,,,,
434,3.616667,0.009580,-0.885063,-0.000308,-0.465374,-0.358720,0.181749,0.021030,0.000702,-0.411003,0.174610,0.085416,0.833778,-0.437257,0.174696,0.047564,0.903441,-0.278592,0.189042,-0.005654,0.959457,-0.308028,0.188646,-0.043205,0.757682,-0.411507,0.174463,0.085825,-0.437500,0.174759,0.047858,-0.278519,0.189143,-0.005758,-0.307304,0.188629,-0.043849,2.268533,0.043543,0.426681,-0.352744,0.081385,0.131629,,,,,,,,,,,,,,,
435,3.625000,0.008620,-0.885261,-0.001855,-0.465010,-0.373267,0.181530,0.031348,0.000764,-0.425497,0.174172,0.095752,0.833778,-0.451783,0.174402,0.057923,0.903441,-0.293160,0.188899,0.004621,0.959457,-0.322628,0.188647,-0.032906,0.757682,-0.425955,0.174015,0.096100,-0.452143,0.174470,0.058292,-0.293085,0.189019,0.004510,-0.321780,0.188611,-0.033596,2.268536,0.043522,0.426676,-0.367127,0.080782,0.141839,,,,,,,,,,,,,,,
436,3.633333,0.010162,-0.885491,-0.001384,-0.464543,-0.387551,0.181408,0.041375,0.000922,-0.439698,0.174077,0.105849,0.850894,-0.466023,0.174161,0.068047,0.869957,-0.307489,0.188899,0.014548,0.955088,-0.336995,0.188494,-0.022947,0.726539,-0.440245,0.173960,0.106228,-0.466454,0.174169,0.068453,-0.307359,0.188984,0.014228,-0.336019,0.188522,-0.023479,2.268543,0.043509,0.426651,-0.381363,0.080614,0.151776,,,,,,,,,,,,,,,
437,3.641667,0.011967,-0.885317,-0.001115,-0.464832,-0.401889,0.181098,0.051575,0.000638,-0.454058,0.173752,0.116030,0.831042,-0.480357,0.173677,0.078209,0.851958,-0.321830,0.188768,0.024787,0.910928,-0.351309,0.188195,-0.012727,0.721900,-0.454481,0.173556,0.116416,-0.480601,0.173792,0.078438,-0.321839,0.188918,0.024525,-0.350634,0.188125,-0.013080,2.268544,0.043513,0.426671,-0.395657,0.080893,0.162178,,,,,,,,,,,,,,,
438,3.650000,0.012118,-0.885451,-0.001142,-0.464573,-0.416263,0.180971,0.061618,0.000678,-0.468393,0.173616,0.126104,0.848616,-0.494714,0.173529,0.088299,0.911589,-0.336223,0.188661,0.034783,0.924325,-0.365723,0.188076,-0.002714,0.808674,-0.468853,0.173412,0.126462,-0.494981,0.173647,0.088571,-0.336160,0.188826,0.034465,-0.365059,0.187997,-0.003027,2.268539,0.043510,0.426673,-0.410094,0.080645,0.172239,,,,,,,,,,,,,,,
439,3.658333,0.011361,-0.885519,-0.001789,-0.464461,-0.430594,0.180919,0.071704,0.000638,-0.482711,0.173483,0.136190,0.835633,-0.509043,0.173486,0.098393,0.922991,-0.350555,0.188599,0.044860,0.968038,-0.380066,0.188106,0.007371,0.772830,-0.483198,0.173372,0.136617,-0.509229,0.173512,0.098637,-0.350546,0.188656,0.044746,-0.379371,0.188135,0.006787,2.268539,0.043529,0.426675,-0.423921,0.080267,0.182416,,,,,,,,,,,,,,,
